"Date","Longitude","Latitude","Depth","Rms","Type","Magnitude","Location","EventID"
"3/14/2025","38.3303","37.8506","7","0.94","ML","1.6","Merkez (Adıyaman)","655194"
"3/14/2025","25.8386","36.6933","7","0.75","ML","2.4","Ege Denizi","655193"
"3/14/2025","27.0047","37.8917","7.07","0.24","ML","2.1","Ege Denizi - Kuşadası Körfezi - [16.44 km] Menderes (İzmir)","655192"
"3/14/2025","28.1389","37.1528","7","0.34","ML","1.5","Menteşe (Muğla)","655191"
"3/14/2025","38.7017","38.3519","9.44","0.37","ML","2.4","Kale (Malatya)","655190"
"3/14/2025","38.4958","39.4783","6.98","0.47","ML","1.6","İliç (Erzincan)","655189"
"3/14/2025","32.8953","38.8836","6.12","0.69","ML","1.1","Cihanbeyli (Konya)","655188"
"3/14/2025","28.83","40.4344","11.04","0.78","ML","2","Marmara Denizi - Gemlik Körfezi - [05.55 km] Mudanya (Bursa)","655187"
"3/14/2025","29.17","36.9897","7","0.51","ML","1.3","Çameli (Denizli)","655186"
"3/14/2025","25.6606","36.6047","7","0.58","ML","2.5","Ege Denizi","655185"
"3/14/2025","39.2781","38.2003","7","0.58","ML","2.6","Çüngüş (Diyarbakır)","655184"
"3/14/2025","43.1586","38.7172","6.99","0.36","ML","1.3","Van Gölü - [05.01 km] Tuşba (Van)","655183"
"3/14/2025","38.4908","38.1089","7","0.14","ML","1.3","Sincik (Adıyaman)","655182"
"3/14/2025","38.6589","39.6014","7.01","0.51","ML","1.3","İliç (Erzincan)","655181"
"3/14/2025","35.4164","37.5931","6.89","0.23","ML","1.6","Aladağ (Adana)","655180"
"3/14/2025","37.6956","37.725","12.73","0.4","ML","2.4","Gölbaşı (Adıyaman)","655179"
"3/14/2025","27.4275","40.2233","13.27","0.37","ML","1.5","Biga (Çanakkale)","655178"
"3/14/2025","44.0836","39.4019","7","0.59","ML","2.3","Chaldoran, West Azarbaijan (İran) - [04.03 km] Doğubayazıt (Ağrı)","655177"
"3/14/2025","34.1775","36.8875","6.46","0.56","ML","1.5","Erdemli (Mersin)","655175"
"3/14/2025","35.4253","37.5997","7","0.18","ML","1.3","Aladağ (Adana)","655176"
"3/14/2025","28.8464","37.1389","7","0.24","ML","1.2","Beyağaç (Denizli)","655173"
"3/14/2025","38.5978","38.2231","7","0.1","ML","0.8","Pütürge (Malatya)","655174"
"3/14/2025","29.7014","37.855","6.9","0.84","ML","0.8","Çardak (Denizli)","655172"
"3/14/2025","28.135","36.0231","5.54","0.87","ML","1.4","Akdeniz - [67.60 km] Marmaris (Muğla)","655171"
"3/14/2025","28.4336","37.0689","7","0.21","ML","1","Ula (Muğla)","655170"
"3/14/2025","28.5478","37.1383","7","0.66","ML","0.8","Ula (Muğla)","655169"
"3/14/2025","44.6994","39.0642","7.03","0.51","ML","2.5","Chaldoran, West Azarbaijan (İran) - [47.56 km] Doğubayazıt (Ağrı)","655168"
"3/14/2025","28.1458","36.1111","6.78","0.57","ML","1.8","Akdeniz - [57.89 km] Marmaris (Muğla)","655166"
"3/14/2025","35.3914","37.6378","7","0.38","ML","1.6","Aladağ (Adana)","655167"
"3/14/2025","28.8239","37.1497","7","0.35","ML","1.3","Menteşe (Muğla)","655165"
"3/14/2025","28.4431","35.8322","7","0.62","ML","1.4","Akdeniz - [93.08 km] Kaş (Antalya)","655163"
"3/14/2025","38.7736","38.3539","7.02","0.14","ML","0.9","Kale (Malatya)","655164"
"3/14/2025","38.4014","38.1222","7","0.22","ML","1.1","Yeşilyurt (Malatya)","655162"
"3/14/2025","36.6317","37.8456","7.11","0.68","ML","1.6","Onikişubat (Kahramanmaraş)","655161"
"3/14/2025","28.1511","37.1672","10.33","0.61","ML","2.7","Menteşe (Muğla)","655159"
"3/14/2025","36.2008","37.8856","7","0.38","ML","0.8","Saimbeyli (Adana)","655160"
"3/14/2025","25.9836","39.6394","5.48","0.26","ML","1.7","Ege Denizi - [16.54 km] Ayvacık (Çanakkale)","655158"
"3/14/2025","28.8425","37.1575","7","0.66","ML","1.3","Beyağaç (Denizli)","655157"
"3/14/2025","28.8131","37.1467","6.99","0.45","ML","1.5","Menteşe (Muğla)","655155"
"3/13/2025","37.5072","38.1289","7.03","0.51","ML","1.4","Elbistan (Kahramanmaraş)","655156"
"3/13/2025","35.1717","40.7069","6.98","0.22","ML","1","Gümüşhacıköy (Amasya)","655154"
"3/13/2025","27.8192","36.1089","7.23","0.58","ML","1.6","Ege Denizi - [63.61 km] Marmaris (Muğla)","655153"
"3/13/2025","31.7431","40.2164","6.93","0.69","ML","1.7","Beypazarı (Ankara)","655152"
"3/13/2025","40.9467","40.2094","7","0.59","ML","1","Aziziye (Erzurum)","655151"
"3/13/2025","39.22","38.0953","7.03","0.29","ML","1.5","Çermik (Diyarbakır)","655150"
"3/13/2025","27.9928","38.8181","7","0.39","ML","1","Akhisar (Manisa)","655149"
"3/13/2025","38.4044","38.125","6.61","0.44","ML","2.9","Yeşilyurt (Malatya)","655147"
"3/13/2025","31.8267","37.7344","7","0.17","ML","0.9","Beyşehir (Konya)","655148"
"3/13/2025","28.1575","39.3017","12.55","0.09","ML","1","Sındırgı (Balıkesir)","655145"
"3/13/2025","38.1925","38.2142","7","0.18","ML","1.1","Yeşilyurt (Malatya)","655146"
"3/13/2025","38.6056","38.1342","7","0.16","ML","1.1","Pütürge (Malatya)","655144"
"3/13/2025","24.5619","40.3575","7","0.49","ML","2.5","Ege Denizi","655143"
"3/13/2025","27.1375","37.9353","6.55","0.4","ML","1.9","Ege Denizi - Kuşadası Körfezi - [08.97 km] Menderes (İzmir)","655142"
"3/13/2025","38.6442","38.1956","7","0.32","ML","2.3","Pütürge (Malatya)","655141"
"3/13/2025","28.1889","37.1408","7","0.4","ML","1.9","Menteşe (Muğla)","655140"
"3/13/2025","28.4683","36.9653","7","0.41","ML","1.2","Ula (Muğla)","655138"
"3/13/2025","27.4994","40.4236","8.82","0.58","ML","1.9","Marmara Denizi - [08.57 km] Marmara (Balıkesir)","655139"
"3/13/2025","28.1722","39.5036","7","0.47","ML","1.5","Bigadiç (Balıkesir)","655137"
"3/13/2025","27.1836","38.3211","6.57","0.41","ML","1.8","Gaziemir (İzmir)","655136"
"3/13/2025","38.5686","38.1356","7.04","0.48","ML","2.4","Battalgazi (Malatya)","655135"
"3/13/2025","25.7539","39.5564","6.95","0.45","ML","2.5","Ege Denizi - [28.15 km] Ayvacık (Çanakkale)","655134"
"3/13/2025","29.45","37.6908","6.77","0.55","ML","1.4","Honaz (Denizli)","655133"
"3/13/2025","29.0975","39.1206","11.78","0.59","ML","3.3","Simav (Kütahya)","655127"
"3/13/2025","36.6933","39.4719","7","0.36","ML","1.9","Merkez (Sivas)","655132"
"3/13/2025","38.2369","37.9894","7","0.98","ML","1.8","Merkez (Adıyaman)","655130"
"3/13/2025","38.7706","38.3683","7","0.11","ML","1.2","Kale (Malatya)","655131"
"3/13/2025","29.3308","37.7061","7","0.55","ML","2","Honaz (Denizli)","655129"
"3/13/2025","37.0236","37.3061","8.09","0.29","ML","2","Türkoğlu (Kahramanmaraş)","655128"
"3/13/2025","27.4367","40.7575","7.32","0.97","ML","1.5","Marmara Denizi - [07.54 km] Şarköy (Tekirdağ)","655126"
"3/13/2025","26.9092","35.3328","7.13","0.83","ML","3","Akdeniz - [158.68 km] Datça (Muğla)","655123"
"3/13/2025","28.0156","39.6703","8.6","0.35","ML","1.1","Altıeylül (Balıkesir)","655125"
"3/13/2025","28.0156","42.8094","15.6","0.57","ML","0.8","Karadeniz","655122"
"3/13/2025","36.9272","37.3175","7","0.69","ML","2","Nurdağı (Gaziantep)","655124"
"3/13/2025","41.7169","39.9094","7","0.64","ML","1.6","Pasinler (Erzurum)","655121"
"3/13/2025","28.9783","40.7314","7.09","0.22","ML","2","Marmara Denizi - [11.77 km] Çınarcık (Yalova)","655120"
"3/13/2025","29.0028","40.7325","8.54","0.38","ML","2.6","Marmara Denizi - [11.53 km] Çınarcık (Yalova)","655118"
"3/13/2025","39.7744","39.8914","7","0.11","ML","1.2","Çayırlı (Erzincan)","655119"
"3/13/2025","39.7739","38.9289","7","0.16","ML","1.2","Mazgirt (Tunceli)","655117"
"3/13/2025","27.1706","40.5242","7.02","0.09","ML","1.3","Marmara Denizi - [09.29 km] Biga (Çanakkale)","655116"
"3/13/2025","29.0194","36.4603","19.41","0.42","ML","1.8","Akdeniz - Fethiye Körfezi - [08.99 km] Fethiye (Muğla)","655113"
"3/13/2025","39.7686","38.9269","7","0.09","ML","1.5","Mazgirt (Tunceli)","655115"
"3/13/2025","38.7992","38.3214","11.28","0.21","ML","1.1","Kale (Malatya)","655114"
"3/13/2025","28.0542","36.6747","17.46","0.18","ML","1.3","Marmaris (Muğla)","655112"
"3/13/2025","38.9883","39.7494","6.95","0.32","ML","0.9","Kemah (Erzincan)","655111"
"3/13/2025","27.9258","39.1747","6.71","0.31","ML","1.2","Kırkağaç (Manisa)","655110"
"3/13/2025","39.2483","38.095","12.77","0.41","ML","1.4","Çermik (Diyarbakır)","655109"
"3/13/2025","37.2822","38.0547","6.94","0.88","ML","1.1","Nurhak (Kahramanmaraş)","655108"
"3/13/2025","37.9586","37.7722","7","0.56","ML","0.7","Tut (Adıyaman)","655107"
"3/13/2025","28.8056","37.1447","7.03","0.37","ML","1.7","Menteşe (Muğla)","655106"
"3/13/2025","25.7642","36.7339","7","0.63","ML","2.2","Ege Denizi","655105"
"3/13/2025","38.8272","38.2525","7","0.28","ML","2.3","Pütürge (Malatya)","655104"
"3/13/2025","25.4567","36.5231","7","0.65","ML","2.1","Ege Denizi","655103"
"3/13/2025","35.395","37.5803","6.83","0.34","ML","1.4","Aladağ (Adana)","655102"
"3/13/2025","37.4522","38.0342","6.97","0.97","ML","1.4","Elbistan (Kahramanmaraş)","655101"
"3/13/2025","37.095","38.0722","7","0.67","ML","1.6","Ekinözü (Kahramanmaraş)","655100"
"3/13/2025","25.73","36.575","7","0.52","ML","2.4","Ege Denizi","655099"
"3/13/2025","37.035","37.2386","7","0.27","ML","1.1","Pazarcık (Kahramanmaraş)","655098"
"3/12/2025","37.3767","39.6558","7","0.43","ML","1","Merkez (Sivas)","655096"
"3/12/2025","40.525","38.5911","10.17","0.41","ML","1.3","Genç (Bingöl)","655097"
"3/12/2025","28.7006","36.4072","7.18","0.43","ML","1.7","Akdeniz - [33.95 km] Dalaman (Muğla)","655095"
"3/12/2025","25.5117","36.4447","7","0.78","ML","2.3","Ege Denizi","655093"
"3/12/2025","38.505","38.0783","7","0.12","ML","0.9","Sincik (Adıyaman)","655092"
"3/12/2025","27.3742","40.7578","13.7","0.2","ML","1.7","Marmara Denizi - [03.63 km] Şarköy (Tekirdağ)","655089"
"3/12/2025","32.5275","38.0392","7.19","0.1","ML","1.1","Selçuklu (Konya)","655091"
"3/12/2025","32.5519","38.0225","7","0.15","ML","1.4","Selçuklu (Konya)","655090"
"3/12/2025","38.5072","38.0775","7","0.37","ML","1.7","Sincik (Adıyaman)","655087"
"3/12/2025","40.0208","38.7906","7","0.47","ML","1.9","Kovancılar (Elazığ)","655088"
"3/12/2025","28.9844","40.1847","11.57","0.5","ML","1.7","Nilüfer (Bursa)","655094"
"3/12/2025","39.1181","38.3914","11.84","0.39","ML","2.3","Sivrice (Elazığ)","655086"
"3/12/2025","27.5914","37.8819","7.08","0.18","ML","1.3","Germencik (Aydın)","655085"
"3/12/2025","26.94","37.8867","6.97","0.26","ML","2.8","Ege Denizi - Kuşadası Körfezi - [20.26 km] Menderes (İzmir)","655083"
"3/12/2025","37.9175","38.18","10.59","0.36","ML","2.6","Doğanşehir (Malatya)","655082"
"3/12/2025","37.9122","37.8964","9.67","0.19","ML","1.6","Tut (Adıyaman)","655084"
"3/12/2025","26.4561","38.8364","7","0.39","ML","1.6","Ege Denizi - [19.42 km] Karaburun (İzmir)","655080"
"3/12/2025","36.5053","38.2017","12.36","0.75","ML","2.2","Göksun (Kahramanmaraş)","655081"
"3/12/2025","41.8047","41.6686","7","0.09","ML","0.6","Kobuleti, Acara (Gürcistan) - [22.46 km] Borçka (Artvin)","655079"
"3/12/2025","28.7381","39.955","7.11","0.87","ML","1.7","Mustafakemalpaşa (Bursa)","655076"
"3/12/2025","44.3517","40.1842","7.96","0.85","ML","2.2","Armavir (Ermenistan) - [17.47 km] Karakoyunlu (Iğdır)","655078"
"3/12/2025","28.8194","39.5364","7","0.14","ML","1.2","Dursunbey (Balıkesir)","655077"
"3/12/2025","25.67","36.8592","7","0.98","ML","2.5","Ege Denizi","655075"
"3/12/2025","42.5839","38.2547","7.08","0.55","ML","2.2","Hizan (Bitlis)","655074"
"3/12/2025","38.5367","36.5394","7.11","0.32","ML","2.1","Ayn el-Arab, Halep (Suriye) - [26.50 km] Akçakale (Şanlıurfa)","655073"
"3/12/2025","31.3894","38.4514","7","0.14","ML","0.7","Akşehir Gölü - [03.94 km] Akşehir (Konya)","655072"
"3/12/2025","37.0939","38.0725","7","0.9","ML","2","Ekinözü (Kahramanmaraş)","655068"
"3/12/2025","27.2997","42.3531","7","0.9","ML","1.7","Sredets, Burgaz (Bulgaristan) - [30.12 km] Kofçaz (Kırklareli)","655070"
"3/12/2025","29.3178","39.3492","7","0.73","ML","1.3","Emet (Kütahya)","655069"
"3/12/2025","28.8383","36.9492","7","0.4","ML","1.6","Köyceğiz (Muğla)","655071"
"3/12/2025","31.7744","40.1931","6.98","0.53","ML","2.3","Beypazarı (Ankara)","655067"
"3/12/2025","28.1275","36.6175","10.77","0.41","ML","2.8","Akdeniz - [02.29 km] Marmaris (Muğla)","655066"
"3/12/2025","28.1697","39.4567","6.88","0.55","ML","1.8","Bigadiç (Balıkesir)","655065"
"3/12/2025","38.765","37.4425","7.17","0.46","ML","2","Karaköprü (Şanlıurfa)","655064"
"3/12/2025","40.4928","39.8589","7.43","0.45","ML","1","Tercan (Erzincan)","655063"
"3/12/2025","28.2275","36.9397","7","0.17","ML","1.2","Marmaris (Muğla)","655062"
"3/12/2025","29.1681","36.1933","50.01","0.82","ML","1.5","Akdeniz - [16.43 km] Kaş (Antalya)","655061"
"3/12/2025","28.4567","36.2761","58.96","0.24","ML","3.7","Akdeniz - [50.29 km] Marmaris (Muğla)","655059"
"3/12/2025","26.3675","39.4378","7.08","0.35","ML","2.1","Ege Denizi - [06.63 km] Ayvacık (Çanakkale)","655060"
"3/12/2025","37.6686","38.0236","6.97","0.42","ML","1.6","Doğanşehir (Malatya)","655058"
"3/12/2025","27.5422","39.0925","6.99","0.49","ML","1.4","Soma (Manisa)","655057"
"3/12/2025","31.4103","38.7242","6.53","0.19","ML","1","Sultandağı (Afyonkarahisar)","655056"
"3/12/2025","28.6886","36.4194","7","0.11","ML","1.4","Akdeniz - [32.79 km] Ortaca (Muğla)","655055"
"3/12/2025","28.6703","36.4425","7.38","0.74","ML","1.3","Akdeniz - [30.35 km] Ortaca (Muğla)","655053"
"3/12/2025","27.6792","40.6094","6.27","0.67","ML","1.6","Marmara Denizi, Marmara Adası, Marmara (Balıkesir)","655054"
"3/12/2025","28.1344","36.6369","12.41","0.3","ML","1.4","Marmaris (Muğla)","655051"
"3/12/2025","28.5169","36.5775","7.05","0.33","ML","1.7","Akdeniz - [22.61 km] Ortaca (Muğla)","655052"
"3/12/2025","39.7564","38.9233","5.63","0.61","ML","1.5","Mazgirt (Tunceli)","655050"
"3/12/2025","28.1264","36.6439","11.61","0.43","ML","2.2","Marmaris (Muğla)","655048"
"3/12/2025","38.2","37.9536","7","0.48","ML","1.7","Merkez (Adıyaman)","655049"
"3/12/2025","31.6194","36.6342","27.43","0.88","ML","1.4","Akdeniz - Antalya Körfezi - [06.52 km] Manavgat (Antalya)","655046"
"3/12/2025","34.2044","40.0006","6.98","0.34","ML","1","Sungurlu (Çorum)","655047"
"3/12/2025","36.3247","37.9083","7.01","0.53","ML","1.3","Göksun (Kahramanmaraş)","655045"
"3/12/2025","32.4017","37.9694","6.29","0.26","ML","1","Selçuklu (Konya)","655044"
"3/12/2025","28.1608","36.6106","12.48","0.23","ML","1.4","Akdeniz - [05.19 km] Marmaris (Muğla)","655043"
"3/12/2025","37.1036","37.3344","7","0.68","ML","1.1","Pazarcık (Kahramanmaraş)","655042"
"3/12/2025","38.5564","38.1392","7","0.5","ML","1.7","Sincik (Adıyaman)","655041"
"3/12/2025","26.8767","37.835","7","0.57","ML","2.2","Ege Denizi - [26.53 km] Seferihisar (İzmir)","655040"
"3/12/2025","35.6372","36.9572","18.06","0.39","ML","1.8","Yüreğir (Adana)","655039"
"3/12/2025","28.9178","38.1586","7","0.32","ML","1","Buldan (Denizli)","655037"
"3/12/2025","28.6967","36.4425","7","0.6","ML","1.7","Akdeniz - [30.21 km] Ortaca (Muğla)","655038"
"3/12/2025","27.6933","38.4606","6.99","0.63","ML","1.4","Turgutlu (Manisa)","655036"
"3/12/2025","28.8603","36.2225","7.09","0.5","ML","1.5","Akdeniz - [36.79 km] Seydikemer (Muğla)","655032"
"3/12/2025","36.665","36.9247","7.16","0.69","ML","1.4","İslahiye (Gaziantep)","655035"
"3/12/2025","26.3686","39.4311","7","0.48","ML","2.5","Ege Denizi - [07.35 km] Ayvacık (Çanakkale)","655033"
"3/12/2025","36.4681","37.8119","7.03","0.74","ML","1.3","Andırın (Kahramanmaraş)","655034"
"3/12/2025","39.9719","38.6961","7","0.62","ML","2.4","Palu (Elazığ)","655030"
"3/12/2025","38.5117","38.0789","7","0.5","ML","1","Sincik (Adıyaman)","655031"
"3/12/2025","38.2708","38.0211","6.06","0.62","ML","1.2","Çelikhan (Adıyaman)","655028"
"3/12/2025","40.0197","38.7522","7","0.55","ML","1.1","Kovancılar (Elazığ)","655029"
"3/12/2025","28.2117","38.3392","7","0.81","ML","2.8","Salihli (Manisa)","655027"
"3/12/2025","26.5686","39.3858","7","0.79","ML","1.7","Ege Denizi - Edremit Körfezi - [08.98 km] Ayvalık (Balıkesir)","655026"
"3/12/2025","37.2272","37.76","7","0.65","ML","1","Çağlayancerit (Kahramanmaraş)","655025"
"3/12/2025","26.9781","35.6939","7","0.81","ML","2.6","Ege Denizi - [118.77 km] Datça (Muğla)","655024"
"3/12/2025","28.8878","36.3153","12.06","0.28","ML","2.7","Akdeniz - [27.61 km] Fethiye (Muğla)","655023"
"3/11/2025","40.9156","45.3919","5.98","0.93","ML","3","Gul'kevichskiy rayon, Krasnodar (Rusya)","655022"
"3/11/2025","38.8386","38.8833","7.03","0.29","ML","1.5","Çemişgezek (Tunceli)","655021"
"3/11/2025","33.6131","38.7678","7.26","0.48","ML","1","Tuz Gölü - [07.61 km] Şereflikoçhisar (Ankara)","655019"
"3/11/2025","37.2525","38.42","7.02","0.68","ML","1.3","Elbistan (Kahramanmaraş)","655020"
"3/11/2025","26.2981","39.3636","6.96","0.28","ML","2.8","Ege Denizi, Midilli Adası (Lesvos) - [14.59 km] Ayvacık (Çanakkale)","655017"
"3/11/2025","33.6514","37.4928","7.7","0.72","ML","1.1","Ayrancı (Karaman)","655018"
"3/11/2025","38.5089","38.0722","7.53","0.25","ML","1","Sincik (Adıyaman)","655016"
"3/11/2025","29.1589","36.7925","7","0.55","ML","1.5","Fethiye (Muğla)","655014"
"3/11/2025","36.3936","37.9881","7.22","0.7","ML","1.7","Göksun (Kahramanmaraş)","655015"
"3/11/2025","34.3203","36.7228","7","0.68","ML","1.4","Erdemli (Mersin)","655012"
"3/11/2025","37.4758","38.4242","7.02","0.77","ML","1.6","Darende (Malatya)","655013"
"3/11/2025","38.2211","38.0003","7","0.32","ML","1","Çelikhan (Adıyaman)","655011"
"3/11/2025","31.6811","36.6317","6.96","0.45","ML","1.4","Akdeniz - Antalya Körfezi - [02.93 km] Alanya (Antalya)","655010"
"3/11/2025","25.9769","36.4917","12.21","0.79","ML","2.6","Ege Denizi - [127.99 km] Bodrum (Muğla)","655009"
"3/11/2025","44.0844","37.2833","7","0.28","MW","4.8","Mergasur, Erbil (Irak) - [08.83 km] Yüksekova (Hakkari)","655004"
"3/11/2025","27.2261","37.9017","7","0.66","ML","1.4","Ege Denizi - Kuşadası Körfezi - [05.30 km] Kuşadası (Aydın)","655008"
"3/11/2025","26.3042","39.37","7","0.59","ML","2","Ege Denizi, Midilli Adası (Lesvos) - [13.78 km] Ayvacık (Çanakkale)","655007"
"3/11/2025","38.4689","38.1003","6.98","0.24","ML","1","Sincik (Adıyaman)","655006"
"3/11/2025","38.4714","38.0886","6.69","0.13","ML","1.1","Sincik (Adıyaman)","655005"
"3/11/2025","38.4611","38.1108","7","0.36","ML","1.5","Sincik (Adıyaman)","655002"
"3/11/2025","38.4678","38.1092","7","0.14","ML","1","Sincik (Adıyaman)","655003"
"3/11/2025","38.4703","38.1031","7","0.4","ML","2.3","Sincik (Adıyaman)","655001"
"3/11/2025","25.9308","36.8189","7","0.67","ML","2.5","Ege Denizi","655000"
"3/11/2025","36.1272","36.7164","7","0.71","ML","1.5","Akdeniz - İskenderun Körfezi - [08.38 km] Payas (Hatay)","654999"
"3/11/2025","36.4081","36.5267","7","0.74","ML","1.8","Kırıkhan (Hatay)","654998"
"3/11/2025","32.2292","35.8614","80.1","0.7","ML","2.5","Akdeniz - [37.47 km] Gazipaşa (Antalya)","654997"
"3/11/2025","28.7047","36.4136","7","0.4","ML","1.2","Akdeniz - [33.16 km] Dalaman (Muğla)","654995"
"3/11/2025","28.1419","39.5008","6.98","0.44","ML","1.5","Bigadiç (Balıkesir)","654996"
"3/11/2025","26.3103","39.3625","9.53","0.53","ML","3.4","Ege Denizi, Midilli Adası (Lesvos) - [14.52 km] Ayvacık (Çanakkale)","654993"
"3/11/2025","40.0081","38.7508","7.38","0.49","ML","1.8","Kovancılar (Elazığ)","654994"
"3/11/2025","27.6361","37.8722","7.24","0.27","ML","1.2","Germencik (Aydın)","654991"
"3/11/2025","37.9886","38.1844","7","0.77","ML","1.3","Doğanşehir (Malatya)","654992"
"3/11/2025","27.8925","38.9653","7","0.72","ML","2.1","Akhisar (Manisa)","654989"
"3/11/2025","37.8086","38.2583","7","0.6","ML","1.3","Akçadağ (Malatya)","654990"
"3/11/2025","39.4928","38.4961","7","0.54","ML","0.9","Hazar Gölü - [00.45 km] Maden (Elazığ)","654986"
"3/11/2025","41.0497","40.4433","7","0.15","ML","0.9","İspir (Erzurum)","654987"
"3/11/2025","26.2925","39.3586","6.99","0.31","ML","3.2","Ege Denizi, Midilli Adası (Lesvos) - [15.24 km] Ayvacık (Çanakkale)","654984"
"3/11/2025","37.0328","37.2694","7","0.22","ML","1.1","Pazarcık (Kahramanmaraş)","654988"
"3/11/2025","26.3011","39.3931","7.08","0.36","ML","2.4","Ege Denizi - [11.35 km] Ayvacık (Çanakkale)","654985"
"3/11/2025","37.1692","38.3917","6.9","0.69","ML","1.8","Elbistan (Kahramanmaraş)","654981"
"3/11/2025","27.2856","39.2258","7","0.3","ML","1.5","Bergama (İzmir)","654980"
"3/11/2025","38.1694","38.2594","7","0.31","ML","1.1","Yeşilyurt (Malatya)","654983"
"3/11/2025","26.3611","39.4342","7","0.31","ML","2.3","Ege Denizi - [06.79 km] Ayvacık (Çanakkale)","654982"
"3/11/2025","37.7244","37.7747","7","0.19","ML","1.6","Gölbaşı (Adıyaman)","654976"
"3/11/2025","37.3944","38.3069","7","0.58","ML","1.7","Elbistan (Kahramanmaraş)","654975"
"3/11/2025","28.7053","36.3767","7","0.29","ML","2.3","Akdeniz - [37.10 km] Dalaman (Muğla)","654977"
"3/11/2025","38.08","38.1619","7","0.33","ML","1.2","Doğanşehir (Malatya)","654979"
"3/11/2025","35.7172","39.2264","7","0.24","ML","1.4","Çayıralan (Yozgat)","654978"
"3/11/2025","39.5003","38.5103","7","0.11","ML","1.2","Hazar Gölü - [01.83 km] Maden (Elazığ)","654974"
"3/11/2025","37.38","38.2944","7.34","0.66","ML","1.6","Elbistan (Kahramanmaraş)","654973"
"3/11/2025","38.2322","38.3322","7","0.54","ML","1","Yeşilyurt (Malatya)","654972"
"3/11/2025","28.7208","36.165","7","0.63","ML","1.5","Akdeniz - [49.98 km] Fethiye (Muğla)","654971"
"3/11/2025","38.2925","38.2939","7.07","0.11","ML","1.3","Yeşilyurt (Malatya)","654970"
"3/11/2025","25.705","36.7764","7","0.79","ML","2.6","Ege Denizi","654968"
"3/11/2025","28.1478","39.0931","7","0.46","ML","1.3","Sındırgı (Balıkesir)","654967"
"3/11/2025","25.6481","39.4689","7.06","0.37","ML","1.8","Ege Denizi - [35.97 km] Ayvacık (Çanakkale)","654969"
"3/11/2025","36.9653","37.4503","7.18","0.38","ML","2.6","Dulkadiroğlu (Kahramanmaraş)","654966"
"3/11/2025","38.7433","38.5033","7","0.29","ML","1.1","Baskil (Elazığ)","654965"
"3/11/2025","38.5131","38.0733","7","0.2","ML","1.2","Sincik (Adıyaman)","654964"
"3/11/2025","39.0097","38.3753","7","0.53","ML","0.7","Sivrice (Elazığ)","654963"
"3/11/2025","36.1536","38.0744","7","0.58","ML","1.3","Saimbeyli (Adana)","654962"
"3/11/2025","43.3536","38.6983","7.03","0.62","ML","1.5","Tuşba (Van)","654960"
"3/11/2025","38.0861","38.2528","7","0.32","ML","1.1","Yeşilyurt (Malatya)","654959"
"3/11/2025","38.9578","38.3808","7","0.23","ML","1","Sivrice (Elazığ)","654958"
"3/11/2025","39.0078","38.3633","7","0.37","ML","1.6","Sivrice (Elazığ)","654961"
"3/11/2025","28.8628","37.1194","7","0.6","ML","1.4","Köyceğiz (Muğla)","654956"
"3/11/2025","27.9208","38.2939","7","0.29","ML","1.2","Ödemiş (İzmir)","654957"
"3/11/2025","38.2992","38.5186","7","0.39","ML","1","Yazıhan (Malatya)","654953"
"3/11/2025","37.2347","37.5092","7","0.16","ML","1.6","Pazarcık (Kahramanmaraş)","654954"
"3/11/2025","28.7719","37.2389","7","0.62","ML","1.2","Menteşe (Muğla)","654955"
"3/11/2025","38.1336","38.3097","7","0.6","ML","1.3","Yeşilyurt (Malatya)","654952"
"3/11/2025","28.7631","39.9514","7.24","0.99","ML","1.8","Mustafakemalpaşa (Bursa)","654950"
"3/11/2025","29.3931","39.6314","7","0.49","ML","1","Tavşanlı (Kütahya)","654951"
"3/11/2025","38.6172","38.2033","7","0.31","ML","1.6","Pütürge (Malatya)","654946"
"3/11/2025","37.0608","37.3189","6.59","0.14","ML","2","Pazarcık (Kahramanmaraş)","654947"
"3/11/2025","36.6681","39.1078","7","0.85","ML","2.6","Pınarbaşı (Kayseri)","654948"
"3/11/2025","31.9875","36.6086","7.05","0.73","ML","1.5","Alanya (Antalya)","654949"
"3/11/2025","29.1511","36.5231","6.84","0.62","ML","0.7","Fethiye (Muğla)","654945"
"3/11/2025","38.7425","37.1","6.97","0.72","ML","2","Eyyübiye (Şanlıurfa)","654944"
"3/11/2025","37.2842","38.1103","7.01","0.62","ML","2","Elbistan (Kahramanmaraş)","654943"
"3/11/2025","33.6606","37.5131","6.94","0.5","ML","1.5","Ayrancı (Karaman)","654942"
"3/11/2025","45.2078","38.4792","7","0.74","ML","2","Khoy, West Azarbaijan (İran) - [69.33 km] Başkale (Van)","654941"
"3/11/2025","38.4242","38.0939","7","0.21","ML","1.7","Çelikhan (Adıyaman)","654940"
"3/11/2025","26.3747","39.4419","7","0.25","ML","1.9","Ege Denizi - [06.52 km] Ayvacık (Çanakkale)","654939"
"3/11/2025","26.3839","39.4397","6.95","0.3","ML","1.6","Ege Denizi - [07.17 km] Ayvacık (Çanakkale)","654938"
"3/11/2025","27.1986","37.9081","7","0.29","ML","1.9","Ege Denizi - Kuşadası Körfezi - [07.37 km] Kuşadası (Aydın)","654936"
"3/11/2025","25.5692","39.4403","6.71","0.3","ML","2","Ege Denizi - [42.96 km] Ayvacık (Çanakkale)","654937"
